Rank,Name,Platform,Year,Genre,Publisher
4272,Tomba! 2: The Evil Swine Return,GBA,2001,Action,THQ
4273,Wappy Dog,GBA,2003,Racing,Vivendi Games
4274,Dragon Quest: Shounen Yangus to Fushigi no Dungeon,PS3,2009,Action,LucasArts
4275,BeatMania Append 4thMix: The beat goes on,PS3,2015,Simulation,Koch Media
4276,NASCAR 08,DS,2006,Fighting,Sega
4277,World of Warcraft: Legion,Wii,2011,Sports,Electronic Arts
4278,Romance of the Three Kingdoms III: Dragon of Destiny,DS,2009,Misc,Warner Bros. Interactive Entertainment
4279,Power Pro Kun Pocket 11,XOne,2015,Action,Warner Bros. Interactive Entertainment
4280,El Shaddai: Ascension of the Metatron,DS,2011,Misc,THQ
4281,Family Guy: Back to the Multiverse,PS2,2009,Platform,Sony Computer Entertainment
4282,Warriors Orochi 2,PS2,2002,Misc,Hudson Soft
4283,Ratatouille: Food Frenzy,X360,2008,Strategy,Electronic Arts
4284,Links 2004,PSP,2006,Action,Eidos Interactive
4285,PGA Tour 97,X360,2015,Action,Activision
4286,Bratz: Super Babyz,X360,2007,Action,Sega
4287,Battle & Get! Pokemon Typing DS,PS,2000,Racing,Activision
4288,Kung Zhu,Wii,2010,Action,Warner Bros. Interactive Entertainment
4289,Earthworm Jim,PSV,2015,Role-Playing,Namco Bandai Games
4290,Monster 4x4: Masters of Metal,PS,1999,Fighting,Virgin Interactive
4291,SingStar Country,PS2,2005,Shooter,NovaLogic
4292,DeathSmiles,PSP,2007,Racing,Electronic Arts
4293,VMX Racing,X360,2006,Sports,Electronic Arts
4294,Dragon Ball GT: Transformation,X360,2009,Racing,Ubisoft
4295,Bratz Ponyz,SNES,1994,Shooter,Taito
4296,Super Fire ProWrestling X,PS2,2002,Role-Playing,Atari
4297,Baby Pals,X360,2013,Platform,Ubisoft
4298,International Superstar Soccer,GBA,2003,Role-Playing,Nintendo
4299,Tigger's Honey Hunt,PS3,2010,Role-Playing,Tecmo Koei
4300,Shadow Hearts,Wii,2009,Adventure,Activision
4301,NHL 2K11,3DS,2015,Puzzle,Nintendo
4302,One Piece: Burning Blood,X360,2010,Action,Electronic Arts
4303,Haven: Call of the King,XB,2003,Sports,Microsoft Game Studios
4304,Yu-Gi-Oh! Double Pack,Wii,2010,Misc,Disney Interactive Studios
4305,X-Men: Reign of Apocalypse,PS,1995,Simulation,Sony Computer Entertainment
4306,R: Racing Evolution,Wii,2007,Action,Disney Interactive Studios
4307,Netsu Chu! Pro Yakyuu 2003,PS3,2011,Shooter,THQ
4308,Digimon Adventure: Anode Tamer,PS3,2011,Misc,Sony Computer Entertainment
4309,Fantastic 4: Flame On,PSV,2015,Misc,Nippon Ichi Software
4310,Siren: Blood Curse,PS3,2009,Role-Playing,Namco Bandai Games
4311,Pro Evolution Soccer 2017,XOne,2014,Action,Square Enix
4312,Chromehounds,PSP,2009,Action,Ubisoft Annecy
4313,The King of Fighters '95,GBA,2005,Platform,THQ
4314,Assassin's Creed II: Discovery,PSV,2013,Role-Playing,Namco Bandai Games
4315,F/A-18F Super Hornet,PS,1999,Shooter,Atari
4316,Final Fantasy VI Advance,3DS,2014,Action,Warner Bros. Interactive Entertainment
4317,Polaris,Wii,2007,Adventure,Activision
4318,Beyblade: Metal Masters,SNES,1996,Sports,Konami Digital Entertainment
4319,Arcade Hits: Frisky Tom,PS4,2014,Adventure,Telltale Games
4320,Dead to Rights: Retribution,PS2,2005,Sports,Konami Digital Entertainment
4321,Unreal Championship 2: The Liandri Conflict,GC,2003,Action,Atari
4322,Kung Fu Chaos,Wii,2008,Platform,Vivendi Games
4323,Mega Man: Dr. Wily's Revenge,XB,2004,Racing,Electronic Arts
4324,Yu-Gi-Oh! World Championship 2008,SNES,1995,Sports,Epoch
4325,Godzilla: Domination!,DS,2007,Puzzle,Majesco Entertainment
4326,Tales of the World: Radiant Mythology 3,GC,2002,Role-Playing,Infogrames
4327,Famista '92,DS,2012,Misc,Activision
4328,Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,PS2,2002,Action,BAM! Entertainment
4329,Jackass the Game,PSV,2012,Shooter,Sony Computer Entertainment
4330,Mega Man II,Wii,2012,Sports,Take-Two Interactive
4331,Lord of Darkness,3DS,2011,Fighting,Ubisoft Annecy
4332,Carol Vorderman's Sudoku,XB,2008,Shooter,Vivendi Games
4333,MX SuperFly featuring Ricky Carmichael,DS,2008,Misc,Ubisoft
4334,Remington Super Slam Hunting: Africa,PS2,2006,Sports,Electronic Arts
4335,Army of Two: The Devil's Cartel,PC,2014,Action,Ubisoft
4336,Mission: Impossible - Operation Surma,Wii,2008,Misc,Konami Digital Entertainment
4337,Pitfall: The Mayan Adventure,X360,2011,Sports,Take-Two Interactive
4338,Driver: Parallel Lines,X360,2008,Shooter,Activision
4339,Sing Party,2600,1985,Puzzle,Activision
4340,Shrek: Ogres & Dronkeys,PS,1998,Sports,989 Studios
4341,Hot Wheels: Track Attack,PS2,2005,Shooter,Midway Games
4342,Backyard Wrestling 2: There Goes the Neighborhood,PS,1998,Sports,Namco Bandai Games
4343,Virtua Fighter 5 Online,X360,2007,Racing,Sega
4344,Dead or Alive,PS2,2004,Sports,Electronic Arts
4345,Wild ARMs 5,X360,2008,Fighting,Midway Games
4346,NFL Blitz 20-02,XB,2003,Shooter,Activision
4347,Mega Man 7,Wii,2007,Strategy,LucasArts
4348,Shadows of the Damned,2600,1981,Simulation,Atari
4349,NBA In The Zone,PS3,2010,Action,Activision
4350,F1 ROC: Race of Champions,X360,2011,Shooter,Warner Bros. Interactive Entertainment
4351,Silent Hill 2: Restless Dreams,DS,2007,Misc,Ubisoft
4352,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016,Shooter,Electronic Arts
4353,UEFA Euro 2016,Wii,2009,Misc,MTV Games
4354,Soul Nomad & the World Eaters,PS3,2015,Sports,Konami Digital Entertainment
4355,RollerCoaster Tycoon 3,PS,1998,Action,Activision
4356,Bass Strike,DS,2009,Action,Activision
4357,NHL Hitz 20-03,Wii,2009,Sports,Konami Digital Entertainment
4358,Danganronpa Another Episode: Ultra Despair Girls,GBA,2004,Misc,Konami Digital Entertainment
4359,Real Pool,PS3,2009,Misc,Sony Computer Entertainment
4360,iCarly 2: iJoin The Click!,PSV,2013,Role-Playing,Namco Bandai Games
4361,Mister Mosquito,Wii,2009,Action,Nintendo
4362,Kakyuusei,PS2,2001,Sports,Konami Digital Entertainment
4363,Patapon 3,PS4,2015,Action,Namco Bandai Games
4364,Civilization II,PS2,2003,Action,THQ
4365,Dynasty Warriors: Gundam,SNES,1993,Fighting,Takara
4366,Transformers: Cybertron Adventures,N64,1998,Action,GT Interactive
4367,F-1 Grand Prix,N64,2000,Puzzle,Nintendo
4368,Pinkalicious,PS3,2008,Role-Playing,Atari
4369,Deer Hunter,Wii,2009,Simulation,Konami Digital Entertainment
4370,Pokemon Box: Ruby & Sapphire,3DS,2014,Sports,Electronic Arts
4371,Puyo Puyo! 15th Anniversary,Wii,2007,Simulation,Ubisoft
4372,Yu-Gi-Oh! Monster Capsule Breed & Battle,DS,2007,Action,Activision
4373,AC/DC LIVE: Rock Band Track Pack,GBA,2001,Fighting,Infogrames
4374,My Japanese Coach,PS2,2006,Role-Playing,Tecmo Koei
4375,Puppeteer,PS,1995,Role-Playing,Atlus
4376,Warpath: Jurassic Park,DS,2009,Misc,Activision
4377,Tak and the Guardians of Gross,X360,2012,Fighting,Namco Bandai Games
4378,Summer Heat Beach Volleyball,GBA,2004,Racing,THQ
4379,NCAA Basketball 09,X360,2008,Action,Sega
4380,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,2600,2008,Action,Atari
4381,Marvel Super Hero Squad: The Infinity Gauntlet,PS,1995,Action,Namco Bandai Games
4382,Power Pro Kun Pocket 3,X360,2008,Action,Konami Digital Entertainment
4383,Myst III: Exile,PS2,2009,Misc,Sony Computer Entertainment
4384,Castlevania: Aria of Sorrow,PSP,2010,Shooter,Sony Computer Entertainment
4385,Mobile Suit Gundam Side Story I: Senritsu no Blue,PS,1999,Role-Playing,Square
4386,Armored Core: Project Phantasma,PS2,2008,Misc,Disney Interactive Studios
4387,Donkey Kong GB: Dinky Kong & Dixie Kong,X360,2009,Sports,Electronic Arts
4388,Kobitodzukan: Kobito Kansatsu Set,PS2,2004,Action,Tecmo Koei
4389,ExciteBots: Trick Racing,PS3,2007,Sports,Activision
4390,Nichibutsu Arcade Classics,PS,1994,Sports,Sony Computer Entertainment
4391,Kenka Bancho: Badass Rumble,XB,2005,Fighting,THQ
4392,Cabela's Trophy Bucks,X360,2010,Sports,505 Games
4393,Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,PSP,2007,Strategy,THQ
4394,Q-Ball: Billiards Master,GC,2004,Sports,Electronic Arts
4395,Mr. Do!,2600,1987,Shooter,Atari
4396,How to Train Your Dragon 2,GC,2004,Fighting,THQ
4397,Tao Feng: Fist of the Lotus,DS,2005,Action,Square Enix
4398,Shin Nippon Pro Wrestling: Toukon Retsuden 2,XB,2003,Racing,Acclaim Entertainment
4399,The Legend of Zelda: The Minish Cap(weekly JP sales),PS,2000,Racing,Eidos Interactive
4400,Motocross Maniacs Advance,PS2,2002,Racing,Electronic Arts
4401,Resident Evil 2: Dual Shock Edition,PS,1996,Role-Playing,Konami Digital Entertainment
4402,M&M's Blast!,WiiU,2015,Sports,Nintendo
4403,Zumba Fitness: World Party,Wii,2008,Sports,Electronic Arts
4404,Final Fantasy X International,2600,1981,Action,Tigervision
4405,Tiny Toon Adventures: Plucky's Big Adventure,PS2,2004,Action,THQ
4406,Indy 500,GBA,2004,Sports,Nintendo
4407,Littlest Pet Shop: Beach Friends,PSP,2008,Platform,Vivendi Games
4408,Suikoden Tierkreis,Wii,2009,Misc,Konami Digital Entertainment
4409,Evil Dead: Hail to the King,DS,2009,Simulation,505 Games
4410,Dragon Ball GT: Final Bout,XOne,2013,Misc,Ubisoft
4411,Burstrick: Wake Boarding!!,PS2,2004,Misc,Konami Digital Entertainment
4412,Dave Mirra Freestyle BMX: Maximum Remix,PS3,2013,Shooter,505 Games
4413,Divinity: Original Sin,PS2,2006,Sports,Spike
4414,Hatsune Miku: Project Diva f,PS2,2005,Misc,Sony Computer Entertainment
4415,Resident Evil: Deadly Silence,XB,2005,Sports,Konami Digital Entertainment
4416,Pac-Pix,N64,1999,Sports,Electronic Arts
4417,Beamrider,PS2,2004,Action,Konami Digital Entertainment
4418,Athens 2004,PS2,2005,Misc,THQ
4419,Gunship,X360,2015,Action,Disney Interactive Studios
4420,Jikkyou Powerful Pro Yakyuu Portable 4,DS,2009,Puzzle,Warner Bros. Interactive Entertainment
4421,SD Gundam G Generation Portable,PS2,2002,Adventure,Vivendi Games
4422,Sydney 2000,WiiU,2015,Action,Disney Interactive Studios
4423,Pro Race Driver,PS2,2004,Action,Activision
4424,Baten Kaitos: Eternal Wings and the Lost Ocean,XB,2005,Role-Playing,Activision
4425,Bishoujo Senshi Sailormoon R,Wii,2009,Misc,Namco Bandai Games
4426,The Club,X360,2012,Action,Activision
4427,Slam Dunk: Yonkyo Taiketsu!!,PS3,2013,Action,Deep Silver
4428,Rhythm Thief & the Emperor's Treasure,DS,2004,Simulation,Electronic Arts
4429,Rocky: Legends,PS2,2003,Action,Electronic Arts
4430,NickToons: Racing,XB,2006,Action,Electronic Arts
4431,MotionSports: Adrenaline,X360,2013,Action,Capcom
4432,Flag Capture,XOne,2016,Shooter,Electronic Arts
4433,Bridge,PS,1996,Sports,Namco Bandai Games
4434,RalliSport Challenge 2,XB,2002,Sports,Electronic Arts
4435,Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,PS2,2005,Shooter,Electronic Arts
4436,Wave Rally,Wii,2009,Action,Disney Interactive Studios
4437,Disgaea 5: Alliance of Vengeance,Wii,2009,Action,D3Publisher
4438,Battle of Giants: Mutant Insects,XB,2005,Action,Vivendi Games
4439,Sengoku Basara 4,GBA,2003,Platform,Nintendo
4440,Yu-Gi-Oh! The Sacred Cards (JP weekly sales),PS,1997,Shooter,Fox Interactive
4441,WWE Road to WrestleMania X8,X360,2011,Racing,Electronic Arts
4442,Medarot 3: Kabuto / Kuwagata Version,PS,1999,Racing,SquareSoft
4443,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS3,2012,Action,Tecmo Koei
4444,Sherlock Holmes: Crimes & Punishments,X360,2011,Shooter,Ubisoft
4445,BloodRayne 2,XB,2006,Action,LucasArts
4446,Reader Rabbit Kindergarten,Wii,2008,Misc,Ubisoft
4447,NBA In The Zone '98,DS,2007,Misc,Ubisoft
4448,Jikkyou Powerful Pro Yakyuu 5,X360,2007,Shooter,Take-Two Interactive
4449,NBA Jam 99,PS2,2005,Shooter,Namco Bandai Games
4450,Shadow Man,PS,2000,Puzzle,Namco Bandai Games
4451,Shadow of Rome,PS,1996,Role-Playing,Crystal Dynamics
4452,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,SNES,1996,Puzzle,Hudson Soft
4453,Tales of Eternia,NES,1991,Puzzle,Hudson Soft
4454,Ben 10 Triple Pack,N64,1997,Shooter,GT Interactive
4455,MotoGP,Wii,2009,Shooter,Nintendo
4456,The Penguins of Madagascar,Wii,2009,Misc,Knowledge Adventure
4457,Summer Athletics: The Ultimate Challenge (US sales),PS3,2010,Action,505 Games
4458,Rock Revolution,GC,2005,Misc,THQ
4459,Etrian Odyssey II: Heroes of Lagaard,PS2,2007,Strategy,Banpresto
4460,Jikkyou Powerful Pro Yakyuu 2,PS,2001,Action,3DO
4461,Thoroughbred Breeder II,DS,2007,Simulation,Ubisoft
4462,Shin Megami Tensei: Devil Survivor,DS,2007,Simulation,Activision
4463,Magical Vacation,PSP,2009,Strategy,Konami Digital Entertainment
4464,XGIII: Extreme G Racing,XB,2004,Racing,THQ
4465,Section 8,PS2,2002,Sports,Konami Digital Entertainment
4466,Superbike 2000,PS,2000,Sports,Sony Computer Entertainment
4467,America's Test Kitchen: Let's Get Cooking,GC,2004,Fighting,Tomy Corporation
4468,Final Fantasy XI: Ultimate Collection,DS,2010,Action,THQ
4469,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,GC,2003,Platform,Nintendo
4470,F1 2016 (Codemasters),GBA,2003,Action,THQ
4471,Connect Four / Perfection / Trouble,2600,2008,Puzzle,Atari
4472,Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,2003,Misc,Namco Bandai Games
4473,Alundra 2: A New Legend Begins,DS,2010,Sports,Mastiff
4474,Reign of Fire,X360,2008,Action,Vivendi Games
4475,Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS3,2012,Misc,Ubisoft
4476,Ace Attorney 6,GC,2002,Shooter,Eidos Interactive
4477,Cake Mania 2: Jill's Next Adventure!,GBA,2003,Action,Majesco Entertainment
4478,Initial D: Special Stage,X360,2012,Action,Capcom
4479,Jurassic Park: Operation Genesis,GC,2002,Adventure,Nintendo
4480,Final Doom,GBA,2004,Action,THQ
4481,Deadly Premonition,PS2,2005,Fighting,Atari
4482,Are You Smarter than a 5th Grader? Game Time,PS2,2009,Misc,Sony Computer Entertainment
4483,NBA ShootOut 2001,SAT,1996,Adventure,Sega
4484,Ultimate NES Remix,Wii,2007,Platform,THQ
4485,Megamind: The Blue Defender,PS2,2005,Action,Namco Bandai Games
4486,NFL Street 3,DS,2010,Simulation,Konami Digital Entertainment
4487,Battle Arena Toshinden 3,PS2,2002,Sports,Midway Games
4488,Teenage Mutant Ninja Turtles: Danger of the Ooze,Wii,2011,Misc,Ubisoft
4489,Jade Cocoon: Story of the Tamamayu,PS2,2007,Action,THQ
4490,Super Nazo Puyo: Ruruu no Ruu,PSP,2007,Fighting,Atari
4491,InuYasha: Feudal Combat,DS,2006,Puzzle,Nintendo
4492,Duel Masters,XB,2002,Simulation,Activision
4493,Super Collapse! 3,Wii,2009,Sports,Mastiff
4494,Superman Returns,GBA,2004,Adventure,Nintendo
4495,My Virtual Tutor: Reading Adventure Kindergarten to First,PS3,2010,Role-Playing,Sega
4496,Dynasty Warriors Next,3DS,2011,Puzzle,Tetris Online
4497,Jikkyou Powerful Pro Yakyuu 2010,DS,2009,Misc,Take-Two Interactive
4498,Operation Armored Liberty,PS2,2003,Action,Sony Computer Entertainment
4499,Dynasty Warriors 7: Xtreme Legends,N64,2001,Sports,Electronic Arts
4500,Summer Sports 2: Island Sports Party,GBA,2004,Racing,Electronic Arts
4501,Imagine: Fashion Party,PS2,2008,Action,Activision
4502,Fish Tycoon,PS,2001,Shooter,Take-Two Interactive
4503,Scene It? Twilight,XB,2001,Sports,Electronic Arts
4504,And1 Streetball,GBA,2005,Simulation,THQ
4505,Don King Boxing,PC,2013,Sports,Electronic Arts
4506,Atelier Ayesha: The Alchemist of Dusk,PS2,2005,Action,Disney Interactive Studios
4507,Dragon Ball Z: Tenkaichi Tag Team,PS4,2014,Racing,Ubisoft
4508,Sonic X: Game Boy Advance Video Volume 1,DS,2010,Misc,THQ
4509,Gallop Racer 2: One and Only Road to Victory,SAT,1996,Platform,Sega
4510,NBA 07,XB,2003,Sports,Electronic Arts
4511,Lowrider,PC,2016,Shooter,Activision
4512,Reload: Target Down,XOne,2015,Misc,Harmonix Music Systems
4513,All-Pro Football 2K8,Wii,2010,Sports,Electronic Arts
4514,Dungeons & Dragons: Eye of the Beholder,PS2,2003,Action,Electronic Arts
4515,Battlestations: Midway,WiiU,2016,Misc,Microsoft Game Studios
4516,Rayman DS,PS,2001,Sports,Sony Computer Entertainment
4517,Gundam Breaker,PS4,2014,Action,Square Enix
4518,The House of the Dead 2,PS2,2000,Shooter,Eidos Interactive
4519,Create,2600,1981,Action,Activision
4520,A.C.E.: Another Century's Episode R,PS2,2004,Role-Playing,Namco Bandai Games
4521,Littlest Pet Shop: Friends,DS,2009,Role-Playing,Rising Star Games
4522,Rune: Viking Warlord,GBA,2002,Platform,BAM! Entertainment
4523,Panzer Dragoon Orta,GBA,2003,Platform,Capcom
4524,Jikkyou Powerful Pro Yakyuu '99 Ketteiban,SNES,1994,Simulation,Enix Corporation
4525,King's Field II,Wii,2010,Sports,Electronic Arts
4526,Danganronpa 2: Goodbye Despair,PS3,2010,Role-Playing,Nippon Ichi Software
4527,Aikatsu! 2-nin no My Princess,X360,2012,Shooter,Take-Two Interactive
4528,Beyblade: Metal Fusion,GBA,2004,Misc,2008
4529,NCAA Gamebreaker,PS2,2009,Action,Atari
4530,NPPL: Championship Paintball 2009,PS2,2003,Action,Interplay
4531,Zoo Tycoon 2: Ultimate Collection,Wii,2010,Action,Activision
4532,Tomba!,X360,2007,Strategy,Electronic Arts
4533,Love Plus,N64,1998,Racing,Midway Games
4534,Tales of Innocence,N64,1997,Platform,Nintendo
4535,MLB SlugFest 2006,PC,2012,Shooter,Take-Two Interactive
4536,Rugrats: I Gotta Go Party,DS,2008,Simulation,Ubisoft
4537,Virtua Racing,DS,2006,Platform,Konami Digital Entertainment
4538,Prison Break: The Conspiracy,Wii,2008,Sports,Unknown
4539,DS Bungaku Zenshuu,PS2,2004,Sports,Sony Computer Entertainment
4540,We Cheer 2,Wii,2013,Sports,Electronic Arts
4541,Nancy Drew: The Mystery of the Clue Bender Society,PS2,2003,Role-Playing,Sony Online Entertainment
4542,Inazuma Eleven GO 3: Galaxy,PS,1996,Sports,Sony Computer Entertainment
4543,Ford Racing 3,DS,2009,Adventure,ChunSoft
4544,Phantasy Star Universe: Ambition of the Illuminus,PS2,2001,Simulation,Namco Bandai Games
4545,Project Runway,PS3,2012,Simulation,Konami Digital Entertainment
4546,Jikkyou Powerful Pro Yakyuu 2013,PS3,2007,Action,Electronic Arts
4547,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,PSP,2006,Role-Playing,Ubisoft
4548,Sengoku Basara 2,PS2,2008,Misc,Electronic Arts
4549,Naruto: Ultimate Ninja Heroes,PS2,2006,Role-Playing,Square Enix
4550,Inazuma Eleven Strikers,PC,2006,Simulation,Microsoft Game Studios
4551,Hey Arnold! The Movie,XOne,2014,Action,Warner Bros. Interactive Entertainment
4552,Final Fantasy V Advance,GC,2002,Sports,Electronic Arts
4553,Lumines: Electronic Symphony,Wii,2009,Racing,Electronic Arts
4554,Star Trek: Invasion,X360,2008,Misc,Disney Interactive Studios
4555,Babysitting Mania,GBA,2002,Sports,Atari
4556,Tom and Jerry in War of the Whiskers,WiiU,2012,Shooter,Activision
4557,Ace Attorney Investigations 2,PS3,2010,Action,Disney Interactive Studios
4558,Smart Girl's Playhouse,XB,2003,Misc,Midway Games
4559,TouchMaster 3(Others sales),DS,2009,Shooter,Activision
4560,Jikkyou Powerful Pro Yakyuu 2011,Wii,2007,Simulation,Ubisoft
4561,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,DS,2011,Action,Ubisoft
4562,Power Pro Kun Pocket 5,PS2,2009,Action,Activision
4563,Konjiki no Gashbell!! Makai no Bookmark,PS,1997,Sports,989 Studios
4564,Riding Spirits,PS4,2014,Action,Activision
4565,Etrian Odyssey Untold: The Millennium Girl,PS2,2005,Misc,Sega
4566,Bust A Groove 2,PSP,2007,Action,Disney Interactive Studios
4567,Hatsune Miku: Project Diva,PSP,2006,Racing,THQ
4568,Gundam Battle Universe,DS,2006,Action,D3Publisher
4569,Sengoku Basara: Battle Heroes,SAT,1997,Role-Playing,Sega
4570,Star Wars Episode I: Battle for Naboo,PSP,2011,Strategy,Banpresto
4571,Duke Nukem: Zero Hour,GC,2002,Sports,Electronic Arts
4572,Armorines: Project S.W.A.R.M.,DS,2009,Action,D3Publisher
4573,NCAA March Madness 08,PSP,2009,Action,D3Publisher
4574,Armored Core: Nexus,DS,2008,Role-Playing,Square Enix
4575,Evolution Skateboarding,PS2,2007,Platform,Vivendi Games
4576,Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,2001,Role-Playing,Capcom
4577,Yakuza: Ishin,PS3,2009,Misc,Warner Bros. Interactive Entertainment
4578,Outlaw Volleyball,PS2,2006,Shooter,Eidos Interactive
4579,RealSports Football,PS2,2005,Sports,Take-Two Interactive
4580,SD Gundam G Generation: Cross Drive,GC,2003,Shooter,Electronic Arts
4581,Dungeons & Dragons Heroes,XB,2003,Simulation,Electronic Arts
4582,The Testament of Sherlock Holmes,X360,2009,Misc,Activision
4583,Game of Thrones,PS2,2003,Adventure,Sony Computer Entertainment
4584,Loving Life with Hello Kitty & Friends,PS,1999,Adventure,Sony Computer Entertainment
4585,McGrath Vs. Pastrana Freestyle Motocross,SNES,1991,Action,Namco Bandai Games
4586,Legaia 2: Duel Saga,PS,1998,Action,Psygnosis
4587,Karaoke Joysound Wii,3DS,2013,Role-Playing,Rising Star Games
4588,Polarium,GC,2005,Sports,Activision
4589,Samurai Warriors 4,X360,2011,Sports,Take-Two Interactive
4590,Classic NES Series: Bomberman,GBA,2004,Platform,Nintendo
4591,Bratz Ponyz 2,DS,2008,Platform,Vivendi Games
4592,A.C.E.: Another Century's Episode,Wii,2007,Shooter,Electronic Arts
4593,Frogger's Journey: The Forgotten Relic,PSP,2007,Strategy,Konami Digital Entertainment
4594,Dora the Explorer: Game Boy Advance Video Volume 1,PS,1997,Simulation,Psygnosis
4595,Oddworld: Stranger's Wrath,PS2,2003,Sports,Acclaim Entertainment
4596,King of Fighters: Maximum Impact,PS,2003,Sports,Gotham Games
4597,Marvel Super Heroes vs. Street Fighter,PSV,2012,Role-Playing,GungHo
4598,Legendary,DS,2010,Action,Electronic Arts
4599,J-League Pro Soccer Club wo Tsukurou!,DS,2006,Simulation,Ubisoft
